"date","RH","IXIC"
2016-02-16,-0.47,-0.08
2016-02-17,-0.45,-0.06
2016-02-18,-0.47,-0.07
2016-02-19,-0.47,-0.07
2016-02-22,-0.48,-0.06
2016-02-23,-0.48,-0.07
2016-02-24,-0.47,-0.06
2016-02-25,-0.61,-0.05
2016-02-26,-0.59,-0.05
2016-02-29,-0.61,-0.06
2016-03-01,-0.62,-0.03
2016-03-02,-0.6,-0.03
2016-03-03,-0.6,-0.03
2016-03-04,-0.6,-0.03
2016-03-07,-0.6,-0.03
2016-03-08,-0.61,-0.04
2016-03-09,-0.61,-0.03
2016-03-10,-0.61,-0.04
2016-03-11,-0.59,-0.02
2016-03-14,-0.59,-0.02
2016-03-15,-0.6,-0.02
2016-03-16,-0.6,-0.02
2016-03-17,-0.63,-0.01
2016-03-18,-0.62,-0.01
2016-03-21,-0.61,-0.01
2016-03-22,-0.61,0
2016-03-23,-0.62,-0.01
2016-03-24,-0.62,-0.01
2016-03-28,-0.61,-0.02
2016-03-29,-0.6,0
2016-03-30,-0.59,0.01
2016-03-31,-0.57,0.01
2016-04-01,-0.55,0.02
2016-04-04,-0.57,0.01
2016-04-05,-0.56,0
2016-04-06,-0.56,0.02
2016-04-07,-0.57,0
2016-04-08,-0.58,0
2016-04-11,-0.57,0
2016-04-12,-0.56,0.01
2016-04-13,-0.53,0.02
2016-04-14,-0.55,0.02
2016-04-15,-0.55,0.02
2016-04-18,-0.55,0.02
2016-04-19,-0.55,0.02
2016-04-20,-0.55,0.02
2016-04-21,-0.55,0.02
2016-04-22,-0.54,0.01
2016-04-25,-0.56,0.01
2016-04-26,-0.54,0.01
2016-04-27,-0.53,0
2016-04-28,-0.55,-0.01
2016-04-29,-0.56,-0.01
2016-05-02,-0.56,0
2016-05-03,-0.58,-0.02
2016-05-04,-0.6,-0.02
2016-05-05,-0.61,-0.03
2016-05-06,-0.61,-0.02
2016-05-09,-0.62,-0.02
2016-05-10,-0.62,-0.01
2016-05-11,-0.65,-0.02
2016-05-12,-0.64,-0.02
2016-05-13,-0.66,-0.03
2016-05-16,-0.66,-0.01
2016-05-17,-0.67,-0.03
2016-05-18,-0.68,-0.02
2016-05-19,-0.68,-0.03
2016-05-20,-0.67,-0.01
2016-05-23,-0.68,-0.02
2016-05-24,-0.67,0
2016-05-25,-0.66,0.01
2016-05-26,-0.67,0.01
2016-05-27,-0.66,0.02
2016-05-31,-0.66,0.02
2016-06-01,-0.65,0.02
2016-06-02,-0.65,0.03
2016-06-03,-0.65,0.02
2016-06-06,-0.64,0.03
2016-06-07,-0.64,0.03
2016-06-08,-0.63,0.03
2016-06-09,-0.71,0.02
2016-06-10,-0.73,0.01
2016-06-13,-0.74,0
2016-06-14,-0.74,0
2016-06-15,-0.73,0
2016-06-16,-0.74,0
2016-06-17,-0.74,-0.01
2016-06-20,-0.73,0
2016-06-21,-0.74,0
2016-06-22,-0.72,0
2016-06-23,-0.72,0.01
2016-06-24,-0.72,-0.03
2016-06-27,-0.74,-0.05
2016-06-28,-0.74,-0.03
2016-06-29,-0.71,-0.01
2016-06-30,-0.71,0
2016-07-01,-0.69,0
2016-07-05,-0.7,0
2016-07-06,-0.7,0
2016-07-07,-0.71,0.01
2016-07-08,-0.7,0.02
2016-07-11,-0.69,0.03
2016-07-12,-0.69,0.04
2016-07-13,-0.71,0.03
2016-07-14,-0.71,0.04
2016-07-15,-0.72,0.04
2016-07-18,-0.7,0.04
2016-07-19,-0.7,0.04
2016-07-20,-0.69,0.05
2016-07-21,-0.69,0.05
2016-07-22,-0.69,0.05
2016-07-25,-0.69,0.05
2016-07-26,-0.7,0.06
2016-07-27,-0.7,0.06
2016-07-28,-0.7,0.07
2016-07-29,-0.69,0.07
2016-08-01,-0.69,0.07
2016-08-02,-0.71,0.06
2016-08-03,-0.71,0.07
2016-08-04,-0.71,0.07
2016-08-05,-0.7,0.08
2016-08-08,-0.69,0.08
2016-08-09,-0.69,0.08
2016-08-10,-0.7,0.08
2016-08-11,-0.69,0.08
2016-08-12,-0.68,0.08
2016-08-15,-0.68,0.09
2016-08-16,-0.68,0.08
2016-08-17,-0.69,0.08
2016-08-18,-0.69,0.08
2016-08-19,-0.65,0.08
2016-08-22,-0.65,0.08
2016-08-23,-0.64,0.09
2016-08-24,-0.65,0.08
2016-08-25,-0.65,0.08
2016-08-26,-0.67,0.08
2016-08-29,-0.66,0.08
2016-08-30,-0.65,0.08
2016-08-31,-0.66,0.08
2016-09-01,-0.66,0.08
2016-09-02,-0.65,0.08
2016-09-06,-0.66,0.09
2016-09-07,-0.64,0.09
2016-09-08,-0.64,0.09
2016-09-09,-0.63,0.06
2016-09-12,-0.63,0.08
2016-09-13,-0.64,0.07
2016-09-14,-0.64,0.07
2016-09-15,-0.64,0.08
2016-09-16,-0.64,0.08
2016-09-19,-0.65,0.08
2016-09-20,-0.66,0.08
2016-09-21,-0.66,0.09
2016-09-22,-0.66,0.1
2016-09-23,-0.66,0.1
2016-09-26,-0.68,0.09
2016-09-27,-0.67,0.1
2016-09-28,-0.68,0.1
2016-09-29,-0.66,0.09
2016-09-30,-0.65,0.1
2016-10-03,-0.66,0.1
2016-10-04,-0.65,0.09
2016-10-05,-0.65,0.1
2016-10-06,-0.65,0.1
2016-10-07,-0.66,0.09
2016-10-10,-0.66,0.1
2016-10-11,-0.68,0.08
2016-10-12,-0.68,0.08
2016-10-13,-0.68,0.08
2016-10-14,-0.69,0.08
2016-10-17,-0.7,0.07
2016-10-18,-0.69,0.08
2016-10-19,-0.69,0.08
2016-10-20,-0.7,0.08
2016-10-21,-0.7,0.09
2016-10-24,-0.7,0.1
2016-10-25,-0.7,0.09
2016-10-26,-0.71,0.08
2016-10-27,-0.71,0.08
2016-10-28,-0.7,0.07
2016-10-31,-0.7,0.07
2016-11-01,-0.7,0.06
2016-11-02,-0.7,0.05
2016-11-03,-0.72,0.05
2016-11-04,-0.71,0.04
2016-11-07,-0.71,0.07
2016-11-08,-0.71,0.07
2016-11-09,-0.7,0.08
2016-11-10,-0.68,0.08
2016-11-11,-0.67,0.08
2016-11-14,-0.65,0.08
2016-11-15,-0.66,0.09
2016-11-16,-0.65,0.09
2016-11-17,-0.65,0.1
2016-11-18,-0.65,0.1
2016-11-21,-0.64,0.11
2016-11-22,-0.62,0.11
2016-11-23,-0.63,0.11
2016-11-25,-0.63,0.12
2016-11-28,-0.64,0.11
2016-11-29,-0.62,0.11
2016-11-30,-0.63,0.1
2016-12-01,-0.64,0.08
2016-12-02,-0.64,0.09
2016-12-05,-0.62,0.1
2016-12-06,-0.62,0.1
2016-12-07,-0.61,0.11
2016-12-08,-0.6,0.12
2016-12-09,-0.67,0.12
2016-12-12,-0.69,0.12
2016-12-13,-0.68,0.13
2016-12-14,-0.67,0.12
2016-12-15,-0.67,0.13
2016-12-16,-0.68,0.12
2016-12-19,-0.67,0.13
2016-12-20,-0.67,0.13
2016-12-21,-0.67,0.13
2016-12-22,-0.69,0.13
2016-12-23,-0.69,0.13
2016-12-27,-0.69,0.13
2016-12-28,-0.69,0.12
2016-12-29,-0.69,0.12
2016-12-30,-0.69,0.11
2017-01-03,-0.68,0.12
2017-01-04,-0.68,0.13
2017-01-05,-0.69,0.13
2017-01-06,-0.7,0.14
2017-01-09,-0.71,0.14
2017-01-10,-0.7,0.15
2017-01-11,-0.71,0.15
2017-01-12,-0.71,0.15
2017-01-13,-0.7,0.15
2017-01-17,-0.69,0.14
2017-01-18,-0.69,0.15
2017-01-19,-0.7,0.14
2017-01-20,-0.7,0.15
2017-01-23,-0.71,0.15
2017-01-24,-0.71,0.16
2017-01-25,-0.71,0.17
2017-01-26,-0.72,0.17
2017-01-27,-0.73,0.17
2017-01-30,-0.73,0.16
2017-01-31,-0.72,0.16
2017-02-01,-0.73,0.17
2017-02-02,-0.72,0.16
2017-02-03,-0.73,0.17
2017-02-06,-0.73,0.17
2017-02-07,-0.74,0.17
2017-02-08,-0.74,0.17
2017-02-09,-0.74,0.18
2017-02-10,-0.74,0.18
2017-02-13,-0.74,0.19
2017-02-14,-0.73,0.19
2017-02-15,-0.72,0.2
2017-02-16,-0.72,0.2
2017-02-17,-0.73,0.21
2017-02-21,-0.73,0.21
2017-02-22,-0.73,0.21
2017-02-23,-0.74,0.21
2017-02-24,-0.68,0.21
2017-02-27,-0.67,0.21
2017-02-28,-0.69,0.2
2017-03-01,-0.69,0.22
2017-03-02,-0.68,0.21
2017-03-03,-0.68,0.21
2017-03-06,-0.67,0.21
2017-03-07,-0.67,0.21
2017-03-08,-0.66,0.21
2017-03-09,-0.66,0.21
2017-03-10,-0.64,0.21
2017-03-13,-0.66,0.21
2017-03-14,-0.66,0.21
2017-03-15,-0.64,0.22
2017-03-16,-0.63,0.22
2017-03-17,-0.63,0.22
2017-03-20,-0.64,0.22
2017-03-21,-0.64,0.2
2017-03-22,-0.62,0.2
2017-03-23,-0.62,0.2
2017-03-24,-0.62,0.2
2017-03-27,-0.63,0.21
2017-03-28,-0.61,0.21
2017-03-29,-0.55,0.22
2017-03-30,-0.54,0.22
2017-03-31,-0.53,0.22
2017-04-03,-0.53,0.22
2017-04-04,-0.52,0.22
2017-04-05,-0.53,0.21
2017-04-06,-0.52,0.21
2017-04-07,-0.52,0.21
2017-04-10,-0.52,0.22
2017-04-11,-0.52,0.21
2017-04-12,-0.52,0.21
2017-04-13,-0.52,0.2
2017-04-17,-0.52,0.21
2017-04-18,-0.52,0.21
2017-04-19,-0.51,0.21
2017-04-20,-0.51,0.22
2017-04-21,-0.5,0.22
2017-04-24,-0.51,0.24
2017-04-25,-0.51,0.24
2017-04-26,-0.51,0.24
2017-04-27,-0.5,0.25
2017-04-28,-0.51,0.25
2017-05-01,-0.51,0.26
2017-05-02,-0.5,0.26
2017-05-03,-0.47,0.25
2017-05-04,-0.47,0.26
2017-05-05,-0.42,0.26
2017-05-08,-0.41,0.26
2017-05-09,-0.4,0.26
2017-05-10,-0.39,0.27
2017-05-11,-0.42,0.26
2017-05-12,-0.42,0.26
2017-05-15,-0.42,0.27
2017-05-16,-0.4,0.27
2017-05-17,-0.42,0.24
2017-05-18,-0.42,0.25
2017-05-19,-0.41,0.26
2017-05-22,-0.41,0.27
2017-05-23,-0.4,0.27
2017-05-24,-0.42,0.27
2017-05-25,-0.42,0.28
2017-05-26,-0.41,0.28
2017-05-30,-0.44,0.28
2017-05-31,-0.43,0.28
2017-06-01,-0.42,0.29
2017-06-02,-0.57,0.3
2017-06-05,-0.53,0.3
2017-06-06,-0.54,0.3
2017-06-07,-0.52,0.3
2017-06-08,-0.5,0.31
2017-06-09,-0.48,0.28
2017-06-12,-0.47,0.28
2017-06-13,-0.47,0.29
2017-06-14,-0.46,0.28
2017-06-15,-0.46,0.27
2017-06-16,-0.47,0.27
2017-06-19,-0.45,0.29
2017-06-20,-0.46,0.28
